ghi,ebh,dni,dhi,air_temp,cloud_opacity
0,0,0,0,22,10
0,0,0,0,22,9
0,0,0,0,22,7
0,0,0,0,22,5
0,0,0,0,22,9
0,0,0,0,22,13
0,0,0,0,22,18
0,0,0,0,21,22
0,0,0,0,21,26
0,0,0,0,21,3
0,0,0,0,21,6
0,0,0,0,21,9
0,0,0,0,21,12
0,0,0,0,21,16
0,0,0,0,21,19
0,0,0,0,21,19
0,0,0,0,21,22
0,0,0,0,21,24
0,0,0,0,21,26
0,0,0,0,21,29
0,0,0,0,21,32
0,0,0,0,21,34
0,0,0,0,21,34
0,0,0,0,21,35
0,0,0,0,21,36
0,0,0,0,21,36
0,0,0,0,21,36
0,0,0,0,21,37
0,0,0,0,21,40
0,0,0,0,21,43
0,0,0,0,21,46
0,0,0,0,21,49
0,0,0,0,21,52
0,0,0,0,21,55
0,0,0,0,21,55
0,0,0,0,21,55
0,0,0,0,20,55
0,0,0,0,20,55
0,0,0,0,20,55
0,0,0,0,20,55
0,0,0,0,20,52
0,0,0,0,20,49
0,0,0,0,20,46
1,0,0,1,20,42
1,0,0,1,20,39
1,0,0,1,20,36
2,0,0,2,20,37
2,0,1,2,20,37
3,0,2,3,20,38
4,1,2,4,20,39
4,1,2,4,20,39
5,1,3,5,20,40
11,2,7,10,20,37
17,2,12,16,20,35
24,3,16,21,20,32
30,4,20,26,21,29
36,4,25,32,21,27
42,5,29,37,21,24
52,9,52,44,21,23
63,13,75,50,21,22
74,16,98,57,21,21
84,20,120,64,21,20
94,24,143,70,21,19
105,28,166,77,21,18
119,37,192,82,21,17
132,46,218,86,21,16
146,56,244,90,22,14
160,65,271,95,22,13
173,74,297,100,22,12
187,83,323,104,22,11
202,98,352,105,22,10
218,112,381,106,22,9
234,126,410,107,22,8
249,141,440,108,23,7
264,156,469,109,23,6
280,170,498,110,23,5
296,183,509,113,23,4
311,196,520,116,23,4
327,208,530,118,24,4
343,221,541,121,24,3
358,234,552,124,24,2
374,247,563,127,24,2
388,260,574,128,24,2
402,273,586,129,24,2
416,286,597,130,24,2
429,298,608,130,24,1
443,311,620,131,24,1
457,324,631,132,24,1
468,334,636,134,24,1
479,343,642,136,24,2
490,352,648,138,24,2
502,362,653,139,25,2
513,372,658,141,25,3
524,381,664,143,25,3
531,378,647,153,25,4
538,375,631,163,25,5
544,372,614,173,26,6
551,368,597,183,26,6
558,365,581,193,26,7
565,362,564,203,26,8
568,352,542,215,26,9
571,343,520,228,26,10
574,333,498,240,26,11
576,323,475,252,26,12
579,314,453,265,26,13
669,522,745,148,26,14
678,531,748,148,26,15
688,539,752,149,26,16
697,548,756,150,26,18
706,557,759,150,27,19
716,565,762,150,27,20
725,574,766,151,27,21
732,582,770,151,27,22
740,589,775,151,27,23
747,597,779,150,27,24
754,605,783,150,27,24
762,612,788,150,27,25
769,620,792,150,27,26
775,625,793,151,27,27
781,630,794,151,27,28
786,635,796,152,27,28
792,640,797,153,27,29
798,645,798,153,27,30
804,650,799,154,27,31
799,632,774,167,27,27
793,613,749,180,27,23
788,595,724,194,27,19
783,577,698,207,27,15
777,558,673,220,27,11
825,669,803,156,27,33
823,661,791,162,27,28
821,653,779,168,27,23
819,645,768,174,27,18
817,637,756,181,27,13
815,629,744,187,27,8
813,621,732,193,27,3
808,610,721,198,27,4
803,600,710,203,27,4
798,590,699,208,27,4
792,579,688,214,27,5
787,568,677,219,27,6
699,360,430,339,27,16
676,323,386,353,27,19
652,285,341,367,27,21
629,248,296,382,27,24
606,211,252,396,27,27
582,173,208,410,27,29
429,38,46,391,27,48
420,36,43,384,27,49
411,33,40,378,27,50
402,30,38,372,28,50
393,28,35,365,28,51
384,26,32,358,28,52
636,301,373,335,28,20
615,272,339,343,28,22
594,244,304,351,28,24
573,215,270,358,28,26
552,186,236,366,28,28
531,158,201,374,28,30
255,6,7,249,28,66
260,7,8,254,28,65
266,8,10,258,28,64
272,9,12,262,28,62
277,10,13,267,28,61
282,11,14,272,28,60
144,1,1,143,28,80
145,1,1,144,28,80
146,1,2,145,28,79
148,2,2,146,28,78
149,2,2,147,28,78
150,2,3,148,28,78
256,10,15,247,28,60
261,12,19,250,28,58
266,14,22,253,28,57
271,16,26,256,28,55
276,18,30,258,28,53
281,20,33,261,28,52
242,14,24,228,28,58
245,16,27,230,28,56
248,17,31,231,28,55
252,19,34,233,28,53
255,21,37,235,28,51
258,22,41,236,28,50
261,24,44,238,28,48
256,24,45,233,28,48
251,24,47,227,28,47
246,24,48,222,28,46
240,24,49,217,27,46
235,24,51,211,27,46
230,24,52,206,27,45
214,21,46,194,27,47
199,18,40,181,27,50
184,15,34,168,27,52
168,12,28,156,27,54
152,9,22,144,27,57
137,6,16,131,27,59
136,7,20,129,27,57
135,8,23,127,27,55
134,8,26,125,26,54
132,9,30,123,26,52
131,10,34,121,26,50
130,11,37,119,26,48
126,12,43,114,26,46
121,12,49,109,26,44
117,13,54,104,26,42
113,14,60,99,25,41
108,14,66,94,25,39
104,15,72,89,25,37
98,15,73,83,25,35
91,14,74,77,25,33
84,14,74,70,24,32
78,14,75,64,24,30
72,13,76,58,24,28
65,13,77,52,24,26
56,11,67,45,24,24
48,9,57,38,24,23
39,8,47,31,24,22
30,6,37,24,23,20
22,4,27,17,23,18
13,1,3,12,23,52
11,1,2,10,23,52
9,1,2,9,23,52
8,0,2,7,23,52
6,0,1,5,23,53
4,0,0,4,23,53
2,0,0,2,23,58
2,0,0,2,23,59
1,0,0,1,23,60
1,0,0,1,22,62
1,0,0,1,22,63
0,0,0,0,22,64
0,0,0,0,22,33
0,0,0,0,22,38
0,0,0,0,22,42
0,0,0,0,22,46
0,0,0,0,22,51
0,0,0,0,22,56
0,0,0,0,22,60
0,0,0,0,22,60
0,0,0,0,22,61
0,0,0,0,22,61
0,0,0,0,21,61
0,0,0,0,21,62
0,0,0,0,21,24
0,0,0,0,21,23
0,0,0,0,21,22
0,0,0,0,21,20
0,0,0,0,21,19
0,0,0,0,21,18
0,0,0,0,20,53
0,0,0,0,20,49
0,0,0,0,20,45
0,0,0,0,20,41
0,0,0,0,20,37
0,0,0,0,20,33
0,0,0,0,20,57
0,0,0,0,20,54
0,0,0,0,20,52
0,0,0,0,20,49
0,0,0,0,20,46
0,0,0,0,20,44
0,0,0,0,20,41
0,0,0,0,20,42
0,0,0,0,20,42
0,0,0,0,20,43
0,0,0,0,19,44
0,0,0,0,19,44
839,700,845,139,22,0
838,699,844,139,22,0
838,699,843,140,22,0
838,698,842,140,22,0
837,697,841,140,22,0
836,697,840,141,22,0
836,696,839,141,22,0
833,694,839,140,22,0
831,692,839,139,22,0
828,690,840,138,22,0
825,688,840,138,23,0
823,686,840,137,23,0
820,684,840,136,23,0
815,679,838,136,23,0
811,675,836,136,23,0
806,670,834,136,23,0
801,665,831,136,23,0
797,661,829,136,23,0
792,656,827,136,23,0
785,650,827,135,23,0
778,645,827,133,23,0
772,640,826,132,23,0
765,634,826,131,23,0
758,628,826,129,23,0
751,623,826,128,23,0
742,616,825,126,23,0
734,609,824,125,23,0
725,602,823,124,23,0
716,594,822,122,23,0
708,587,821,120,23,0
699,580,820,119,23,0
689,571,819,117,23,0
678,563,818,116,23,0
668,554,816,114,24,0
658,545,815,112,24,0
647,537,814,111,24,0
637,528,813,109,24,0
623,512,800,111,24,0
610,496,787,114,24,1
596,480,774,116,24,2
582,464,760,118,24,2
569,448,747,121,24,2
555,432,734,123,24,3
537,412,712,126,24,3
520,391,690,128,24,4
502,371,668,130,24,4
484,351,647,133,24,4
467,330,625,136,24,5
449,310,603,138,24,5
434,294,585,138,24,6
418,279,567,138,24,6
403,264,550,138,24,6
388,248,532,139,24,7
372,232,514,139,24,8
357,217,496,139,24,8
343,205,482,137,24,8
330,193,467,135,24,9
316,182,452,134,24,9
302,170,438,132,24,9
289,158,424,130,24,10
275,146,409,128,24,10
262,139,403,123,24,10
250,131,396,118,24,9
238,124,390,112,24,9
225,117,384,107,24,9
212,109,377,102,24,8
200,102,371,97,24,8
188,95,360,92,24,8
176,87,349,87,24,7
164,80,338,82,24,6
151,73,327,78,24,6
139,65,316,73,24,6
127,58,305,68,24,5
116,52,274,63,24,4
104,45,243,58,24,4
92,39,212,53,24,4
81,33,180,48,23,3
70,26,149,43,23,2
58,20,118,38,23,2
49,17,100,32,23,2
41,14,83,27,23,1
32,11,65,21,22,1
23,8,47,15,22,1
15,5,30,10,22,0
6,2,12,4,22,0
5,2,10,3,22,0
4,1,8,3,22,0
3,1,6,2,22,0
2,1,4,1,22,0
1,0,2,1,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,11
0,0,0,0,18,16
1,0,0,1,18,22
1,0,0,1,18,27
1,0,0,1,18,32
2,0,0,2,18,38
2,0,0,2,18,43
7,1,4,6,18,41
11,1,7,10,18,38
16,2,10,14,18,36
21,3,14,18,18,34
25,3,18,22,18,31
30,4,21,26,18,29
39,6,35,33,18,28
48,9,49,40,18,27
58,11,63,46,18,26
67,13,77,53,18,24
76,16,91,60,18,23
85,18,105,67,18,22
97,24,126,73,18,21
109,30,146,79,18,20
120,36,166,85,18,20
132,42,187,91,19,19
144,48,208,97,19,18
156,54,228,103,19,17
170,62,240,109,19,16
184,70,252,115,19,16
198,78,264,121,20,15
211,85,277,127,20,14
225,93,289,133,20,14
239,101,301,139,20,13
255,115,325,140,20,12
270,129,350,142,20,11
286,144,374,143,20,10
302,158,398,144,21,10
317,172,423,146,21,9
333,186,447,147,21,8
353,210,483,142,21,7
372,234,519,138,21,5
392,258,555,134,22,4
412,283,591,129,22,3
431,307,627,124,22,1
451,331,663,120,22,0
464,345,676,119,22,0
477,359,689,119,22,0
490,372,702,118,22,0
504,386,715,117,23,0
517,400,728,117,23,0
530,414,741,116,23,0
542,424,743,118,23,0
554,434,746,120,23,0
566,444,748,122,23,0
579,455,750,124,23,0
591,465,753,126,23,0
603,475,755,128,23,0
614,484,755,130,23,0
624,492,756,132,23,0
635,500,756,134,24,0
646,509,756,137,24,0
656,518,757,139,24,0
667,526,757,141,24,0
676,536,764,140,24,0
685,546,772,139,24,0
694,556,780,138,24,0
703,566,787,137,24,0
712,576,794,136,24,0
721,586,802,135,24,0
728,592,801,137,24,0
736,597,801,139,24,0
744,603,800,140,24,0
751,609,799,142,25,0
758,614,799,144,25,0
761,616,798,146,25,0
767,620,798,147,25,0
772,625,799,148,25,0
778,630,799,149,25,0
784,634,799,150,25,0
789,638,800,151,25,0
795,643,800,152,25,0
799,647,803,152,25,0
802,651,805,151,25,0
806,656,808,150,25,0
810,660,811,150,25,0
813,664,813,150,25,0
817,668,816,149,25,0
818,669,816,149,25,0
820,670,815,150,25,0
821,671,814,150,26,0
822,672,814,150,26,0
824,673,814,151,26,0
825,674,813,151,26,0
824,673,812,151,26,0
824,673,811,151,26,0
824,672,810,152,26,0
823,671,810,152,26,0
822,671,809,152,26,0
822,670,808,152,26,0
819,668,808,151,26,0
817,666,808,151,26,0
814,664,808,150,26,0
811,662,808,149,26,0
809,660,808,149,26,0
806,658,808,148,26,0
801,654,808,147,26,0
797,651,808,146,26,0
792,647,808,145,26,0
787,643,807,144,26,0
783,640,807,143,26,0
778,636,807,142,26,0
771,632,809,140,26,0
764,627,812,137,26,0
758,623,814,134,26,0
751,619,816,132,26,0
744,614,819,130,26,0
737,610,821,127,26,0
728,603,821,125,26,0
720,596,820,124,26,0
712,590,820,122,26,0
703,583,820,120,27,0
694,576,819,119,27,0
686,569,819,117,27,0
676,560,816,116,27,0
666,550,812,116,27,0
656,541,808,115,27,0
645,532,805,114,27,0
635,522,802,114,27,0
625,513,798,113,27,0
613,502,794,112,27,0
602,492,790,111,27,1
590,482,786,110,27,1
578,471,783,108,27,1
567,460,779,107,27,2
555,450,775,106,27,2
542,438,768,105,27,2
529,426,760,105,27,3
516,414,753,104,28,4
504,401,746,103,28,4
491,389,738,103,28,4
478,377,731,102,28,5
464,364,720,102,28,5
451,351,710,101,28,6
438,338,700,100,28,6
424,324,689,100,27,6
410,311,678,100,27,7
397,298,668,99,27,7
383,285,658,98,27,7
369,273,647,96,27,7
354,260,636,94,27,8
340,247,626,93,27,8
326,235,616,92,27,8
312,222,605,90,27,8
298,212,605,86,27,8
283,202,604,82,27,8
269,192,604,78,27,8
255,181,604,73,27,7
240,171,603,69,27,7
226,161,603,65,27,7
212,149,582,63,27,7
198,138,561,61,27,6
184,126,540,58,27,6
170,114,519,56,27,6
156,103,498,54,27,5
142,91,477,52,27,5
130,82,434,48,27,4
117,73,392,45,27,4
105,64,349,42,26,4
93,56,306,38,26,3
80,47,264,34,26,2
68,38,221,31,26,2
59,32,188,27,26,2
50,27,155,24,26,2
40,21,122,20,26,2
31,15,90,16,25,1
22,10,57,13,25,1
13,4,24,9,25,1
11,4,20,8,25,1
9,3,17,6,25,1
7,2,14,5,25,0
5,2,10,4,25,0
3,2,6,2,25,0
1,1,3,1,25,0
1,1,2,1,25,0
1,1,2,1,25,0
0,0,2,0,25,0
0,0,1,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,25,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,22,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,16,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,15,1
0,0,0,0,15,1
0,0,0,0,15,1
0,0,0,0,15,1
0,0,0,0,15,1
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,14,4
0,0,0,0,14,4
0,0,0,0,14,4
0,0,0,0,14,4
8,2,14,6,14,4
16,5,29,11,14,4
24,7,44,17,14,4
33,9,58,23,15,4
41,12,72,28,15,4
49,14,87,34,15,4
61,21,129,39,15,4
73,29,171,44,15,4
86,36,212,49,15,4
98,43,254,54,15,3
110,51,296,59,15,3
122,58,338,64,15,3
136,68,358,68,15,3
149,78,378,71,15,3
163,88,398,75,15,3
177,98,419,79,15,3
190,108,439,82,15,3
204,118,459,86,15,3
218,131,478,88,15,3
233,144,496,89,15,3
248,156,515,91,16,2
262,169,534,93,16,2
276,182,552,94,16,2
291,195,571,96,16,2
306,208,583,98,16,2
320,220,595,100,16,2
334,233,606,102,16,2
349,246,618,103,17,2
364,258,630,105,17,2
378,271,642,107,17,2
392,283,649,109,17,2
405,295,657,110,17,2
419,307,664,112,18,2
433,319,671,114,18,2
446,331,679,115,18,2
460,343,686,117,18,2
473,353,688,120,18,2
485,362,690,123,18,2
498,372,692,126,18,2
511,382,695,129,19,3
523,391,697,132,19,3
536,401,699,135,19,3
547,409,698,138,19,3
558,416,698,142,19,3
570,424,697,146,19,4
581,432,696,149,19,4
592,439,696,152,19,4
603,447,695,156,19,4
613,456,700,156,19,4
622,465,704,157,19,4
632,474,708,158,20,4
642,483,713,158,20,4
651,492,718,158,20,4
661,501,722,159,20,4
669,506,721,162,20,4
677,511,720,165,20,4
685,516,719,168,20,4
693,522,718,171,20,5
701,527,717,174,20,5
709,532,716,177,20,5
715,536,716,179,20,5
721,540,716,181,20,5
727,544,716,183,20,6
733,548,716,185,21,6
739,552,716,187,21,6
745,556,716,189,21,6
749,557,712,193,21,6
754,557,708,196,21,6
758,558,704,200,21,6
762,559,700,204,21,7
767,559,696,207,21,7
771,560,692,211,21,7
774,562,691,212,21,7
776,564,691,212,21,7
778,566,690,213,21,7
781,567,689,214,21,7
784,569,689,214,21,7
786,571,688,215,21,7
786,568,684,218,21,7
786,565,679,221,21,7
786,562,674,224,22,8
787,560,670,226,22,8
787,557,666,229,22,8
787,554,661,232,22,8
786,554,662,230,22,8
784,555,664,229,22,8
782,555,666,227,22,8
781,555,667,225,22,8
780,556,668,224,22,8
778,556,670,222,22,8
774,550,664,224,22,8
770,543,657,227,22,8
766,536,650,230,22,8
762,530,644,232,22,9
758,524,638,234,22,9
754,517,631,237,22,9
748,512,629,236,22,9
743,507,626,236,22,9
737,502,624,236,22,10
731,496,622,235,23,10
726,491,619,234,23,10
720,486,617,234,23,10
712,478,610,234,23,10
704,469,604,235,23,10
696,461,598,236,23,10
689,453,591,236,23,11
681,444,584,236,23,11
673,436,578,237,23,11
664,428,573,236,23,11
654,419,567,235,23,11
645,411,562,234,23,11
636,403,557,232,23,11
626,394,551,231,23,11
617,386,546,230,23,11
606,374,535,231,23,11
595,362,524,232,23,12
584,350,514,232,23,12
573,339,503,233,23,12
562,327,492,234,23,13
551,315,481,235,23,13
539,305,473,233,23,13
527,295,465,231,23,14
515,285,458,230,23,14
503,275,450,228,23,14
491,265,442,226,23,15
479,255,434,224,23,15
466,245,424,221,23,15
453,235,415,219,23,16
440,224,405,216,23,16
428,214,395,213,23,16
415,204,386,211,23,17
402,194,376,208,23,17
389,184,366,204,23,17
375,175,355,200,23,18
362,166,345,196,22,18
349,156,335,192,22,18
335,146,324,188,22,19
322,137,314,184,22,19
309,129,303,179,22,19
296,121,292,174,22,20
283,113,282,169,22,20
270,105,271,164,22,20
257,97,260,159,22,21
244,89,249,154,22,21
232,82,237,148,22,22
219,75,224,143,22,22
207,68,212,138,22,22
195,62,200,132,22,23
182,55,187,126,22,24
170,48,175,121,22,24
159,44,166,114,22,24
148,40,157,107,22,25
136,36,148,100,22,25
125,31,139,94,22,25
114,27,130,87,22,26
103,23,121,80,22,26
94,20,108,73,22,26
84,18,94,66,22,27
74,15,81,60,22,27
65,12,68,53,21,27
56,10,54,46,21,28
46,7,41,39,21,28
39,6,35,33,21,28
33,5,29,28,21,28
26,4,24,22,21,28
19,3,18,16,21,28
13,2,12,11,21,28
6,1,6,5,21,28
5,1,5,4,21,28
4,1,4,3,21,27
3,0,3,2,21,27
2,0,2,2,21,27
1,0,1,1,21,26
0,0,0,0,21,26
0,0,0,0,21,26
0,0,0,0,21,25
0,0,0,0,21,24
0,0,0,0,21,24
0,0,0,0,21,24
0,0,0,0,21,23
0,0,0,0,21,22
0,0,0,0,21,22
0,0,0,0,20,21
0,0,0,0,20,20
0,0,0,0,20,20
0,0,0,0,20,19
0,0,0,0,20,18
0,0,0,0,20,18
0,0,0,0,20,18
0,0,0,0,20,17
0,0,0,0,20,16
0,0,0,0,20,16
0,0,0,0,20,16
0,0,0,0,20,15
0,0,0,0,20,14
0,0,0,0,19,14
0,0,0,0,19,14
0,0,0,0,19,13
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,1
0,0,0,0,17,1
0,0,0,0,17,1
0,0,0,0,17,1
0,0,0,0,17,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,1
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,16,2
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
0,0,0,0,15,3
1,0,0,1,15,3
1,0,0,1,15,3
1,0,0,1,15,3
9,3,16,6,15,3
18,5,33,12,15,4
26,8,50,18,15,4
34,11,66,23,15,4
43,13,82,28,15,5
51,16,99,34,15,5
63,22,136,39,15,5
74,29,173,45,15,5
86,36,210,50,16,5
98,42,246,55,16,5
109,48,283,61,16,5
121,55,320,66,16,5
134,64,338,70,16,5
147,73,356,74,16,5
160,82,374,78,16,5
174,92,391,82,17,5
187,101,409,86,17,5
200,110,427,90,17,5
214,122,445,92,17,5
229,134,462,95,17,5
244,146,480,98,18,4
258,158,498,100,18,4
272,170,515,102,18,4
287,182,533,105,18,4
302,198,554,104,18,4
318,214,575,104,18,3
334,230,596,104,18,2
349,246,616,103,19,2
364,262,637,102,19,2
380,278,658,102,19,1
395,292,670,103,19,1
410,306,681,103,19,1
424,320,692,104,19,0
439,335,704,105,19,0
454,349,716,105,19,0
469,363,727,106,19,0
482,375,732,107,19,0
495,386,737,109,19,0
508,398,742,110,20,0
521,410,746,111,20,0
534,421,751,113,20,0
547,433,756,114,20,0
554,429,736,125,20,1
560,425,716,135,20,2
567,421,696,146,20,3
574,417,676,157,21,4
580,413,656,167,21,5
587,409,636,178,21,6
585,390,601,195,21,8
583,371,566,212,21,9
581,352,531,228,21,11
579,334,496,245,21,13
577,315,461,262,21,14
575,296,426,279,21,16
566,271,387,296,21,18
558,245,348,312,21,20
549,220,310,328,21,22
540,195,271,345,21,25
532,169,232,362,21,27
523,144,193,378,21,29
512,129,172,382,21,31
500,114,152,385,21,33
488,99,131,389,21,36
477,84,110,393,21,38
466,69,90,396,21,40
454,54,69,400,21,42
446,49,63,396,21,44
437,44,56,392,21,45
428,40,50,388,21,46
420,35,44,385,21,48
412,30,37,381,21,50
403,25,31,377,21,51
402,24,30,376,21,51
401,24,30,376,21,51
400,24,29,376,21,52
399,23,28,375,21,52
398,22,28,374,21,52
397,22,27,374,21,52
402,24,29,378,21,52
407,25,30,382,21,51
412,26,32,386,21,50
418,28,34,389,21,50
423,30,35,393,21,50
428,31,37,397,21,49
437,35,42,402,21,48
446,39,47,406,21,47
454,44,52,411,22,46
463,48,57,416,22,45
472,52,62,420,22,44
481,56,67,425,22,43
490,65,78,425,22,42
499,73,89,425,22,40
508,82,100,425,22,39
516,91,110,425,23,38
525,99,121,425,23,36
534,108,132,425,23,35
540,119,147,420,23,34
546,131,162,415,23,33
552,142,178,410,23,32
558,153,193,404,23,30
564,165,208,399,23,29
570,176,223,394,23,28
572,186,238,386,23,27
574,197,254,377,23,26
576,207,270,369,23,25
579,217,285,361,23,24
581,228,300,352,23,23
583,238,316,344,23,22
582,246,332,334,23,21
580,255,347,324,23,20
578,264,362,314,23,20
577,272,378,304,23,19
576,280,394,294,23,18
574,289,409,284,23,17
568,290,416,277,23,17
563,292,423,270,23,16
557,293,430,264,23,16
551,294,438,257,23,16
546,296,445,250,23,15
540,297,452,243,23,15
531,294,455,238,23,15
522,290,458,232,23,15
513,286,460,226,23,14
504,283,463,221,23,14
495,280,466,216,23,14
486,276,469,210,23,14
475,269,467,206,23,14
464,262,465,201,23,14
452,256,463,196,24,14
441,249,461,192,24,14
430,242,459,188,24,14
419,235,457,183,24,14
407,227,453,179,24,14
